sentence1,sentence2,label
एक आदमी एक यांत्रिक बैल पर सवार है,आदमी एक यांत्रिक बैल पर सवार है,P
मोदी औसत से अच्छे स्टूडेंट थे और राजनीति शास्त्र में एम .ए प्रथम श्रेणी में पास किया था।,मोदी पढ़ाई में बहुत अच्छे थे और उन्होंने राजनीति शास्त्र में प्रथम श्रेणी में एम ए की परीक्षा उत्तीर्ण की थी।,P
"यह सब तभी होगा जब यहां शांति होगी, लेकिन इसके लिए या तो बलूच लोगों के साथ पाक किसी करार पर पहुंचे या उनका सैन्य दमन करे। जिस ईरान पाकिस्तान गैस पाइपलाइन का बड़ा शोर है वह भी बलूचिस्तान से गुजरती है।", बलूचों के नेता अकबर बुगती को तो गुफा में मिसाइल दागकर मारा गया।,NP
पोस्टर वॉर में बीजेपी प्रदेश अध्यक्ष केशव मौर्य और बपीएसपी सुप्रीमो मायावती के पोस्टरों के बाद कांग्रेस ने राहुल गांधी का सिंघम अवतार वाला पोस्टर जारी किया है।,राज्यसभा में सुब्रमण्यम स्वामी हेलीकाप्टर सौदे का मामला उठाएंगे|,NP
सांसद के रूप में उनका टर्म इस साल जुलाई में पूरा होगा। ,कमेटी की मंगलवार को हुई बैठक में उनकी मेंबरशिफ कैंसल करने की सिफारिश की गई।,NP
एक आदमी बारिश में चल रहा है,एक आदमी और एक औरत बैठे हैं,NP
इसके बाद   इक्त्तीस मार्च और एक  अप्रैल को वॉशिंगटन में रहेंगे जहां उन्हें न्यूक्लियर समिट में हिस्सा लेना है और  आखिरी पड़ाव में वे सऊदी अरब की राजधानी रियाद पहुंचेंगे।,इसके बाद वह अमेरिका और सउदी अरब जाएंगे।,P
एक कुत्ता भोजन की एक डिब्बे को बंद कर रहा है,एक कुत्ता एक डिब्बा काट रहा है,NP
सोनिया के पिता एक फासिस्ट सिपाही थे।,क्रिकेट के भगवान सचिन तेंदुलकर आज तिरालिस साल के हो गए हैं|,NP
"प्रौद्योगिकी आभासी क्षेत्र यात्राओं के साथ कुछ उपाय भी प्रदान करता है। छात्र संग्रहालय की कलाकृतियों को देख सकते हैं, एक मछलीघर की यात्रा कर सकते हैं, या अपनी कक्षा में एकसाथ बैठकर सुंदर कला की प्रशंसा कर सकते हैं।","टेक्नोलॉजी वर्चुअल फील्ड यात्राओं के साथ समाधान की पेशकश करती है।छात्राएं अपनी कक्षा के साथ बैठकर संग्रहालय की कलाओं को देख सकते हैं, किसी एक्वेरियम का दौरा कर सकते हैं या सुंदर कला की प्रशंसा कर सकते हैं।",NP
नेवी इस मामले की जांच कर रही है।,इस हदासे  की जांच नेवी कर रही है।,P
रविवार को सभी प्रकार के वाहनों को सड़कों पर चलाने की छूट होगी।,ओड्र-ईवन नियम से  रविवार को छूट रहेगी।,P
गुरुवार शाम को यह खबर आग की तरह फैली कि मुंबई में उर्मिला ने किसी कश्मीरी बिज़नसमैन  से शादी रचा ली है।,इसके अलावा 'इट्स अ मैन वर्ल्ड' में उन्होंने लीड रोल निभाया,NP
"मध्य पूर्व के चार बच्चे, तीन लड़कियां और एक लड़का, गुलाबी आंतरिक के साथ गुफा पर चढ़ रहे हैं",बच्चों का एक समूह रंगीन संरचना पर खेल रहा है,P
यही सेना पर भी लागू होता है क्योंकि सेना की रैंकिंग वर्ण पर आधारित होने के बजाय अब योग्यता पर आधारित हैं।,एक ही सेना के लिए चला जाता हैक्योंकि सेना रैंकिंग के बजाय वर्ग वे अब cailaber पर आधारित थे पर आधारित किया जा रहा है ।,NP
एक आदमी कागज काट रहा है,कोई आदमी कागज काटता नहीं है,NP
दरअसल 'सुल्तान' में सलमान और अनुष्का रेसलर्स की भूमिका में नजर आएंगे।,"बॉलीवुड लाइफ डॉट कॉम के अनुसार, सुल्तान में सलमान और अनुष्का दोनों ही बॉक्सर के रोल में हैं।",P
एक महिला गहरे फ्राइंग भोजन कर रही है,कुछ भोजन एक महिला द्वारा फ्राई किया जा रहा है,P
हाईकोर्ट ने सुनवाई के दौरान कहा- ''हमारे संविधान की यही खूबी है कि प्रेसिडेंट के फैसले को भी चैलेंज किया जा सकता है।'',हाईकोर्ट ने सुनवाई के दौरान कहा ''हमारे संविधान की यही खासियत है कि राष्ट्रपति  के फैसले का भी विरोध किया जा सकता है।'',P
"स्टीव ने कहा, तुम इस मैच में नहीं खेल रहे हो।","स्टीव वॉ ने कहा, तुम इस मैच में नही हो।",P
एक आदमी फ्लोट के साथ संगीत बना रहा है,एक आदमी फ्लोट बजा रहा है,P
धोनी फिनिशर की अपनी भूमिका नहीं निभा पाने के कारण लंबे समय से आलोचना झेल रहे हैं।,"फुल ड्रेस रिहर्सल परेड है कल, इन रास्तों में ट्राफिक कन्ट्रोल् से रास्ते होंगे बंद|",NP
हाफिज सईद से प्रभावित होकर लश्कर में शामिल हुआ था हेडली,इस वजह से बंद किया जा रहा है 'कॉमेडी नाइट्स विद कपिल'|,NP
एक बिच्छू सर्कल में घूम रहा है,एक जानवर सर्कल में घूम रहा है,P
पीली शर्ट में एक छोटा लड़का समुद्र तट पर हंस रहा है,समुद्र तट पर पीली शर्ट में कोई छोटा लड़का हँसता नहीं है,NP
कुछ घोड़े हरी घास के ऊपर दौड़ रहे हैं और एक बाधा पर कूद रहे हैं,"जोकी मैदान पर दौड़ रहे हैं, जो पूरी तरह से हरा है",NP
टाटा के इस फैसले से करीब  चालीस हज़ार  लोगों के सामने रोजगार का संकट खड़ा हो गया है।,ब्रिटेन के स्टील सेक्टर में करीब चालीस  हजार नौकरियों के खत्म होने के खतरा है।,P
अपनी ब्रसेल्स के लिए रवाना होने से पहले प्रधानमंत्री नरेंद्र मोदी ने आतंकी घटना की निंदा करते हुए कहा कि बेल्जियम के लोगों की जीवटता और भावना को नमन करने के लिए कोई भी शब्द पर्याप्त नहीं हैं.,दो अप्रैल को सऊदी अरब के दौरे पर जाएंगे पीएम,NP
भारत की बड़ी कामयाबी: इसरो  ने लॉन्च किया पहला 'मेड इन इंडिया' स्पेस शटल|,इसरो ने पहली बार लॉन्च किया देश में बना स्पेस शटल आरएलवी-टीडी |,NP
आदेश में कई स्थानों पर त्यागी का नाम आया है.,त्यागी पूछताछ के लिए सुबह लगभग दस बजे सी.बी.आई. मुख्यालय पर पहुंचे। ,NP
एक सफेद और भूरे रंग का कुत्ता मुश्किल से पानी में चल रहा है,एक सफेद और भूरे रंग का कुत्ता मुश्किल से पानी में चल रहा है,P
एक आदमी इलेक्ट्रॉनिक कीबोर्ड खेल रहा है,कोई भी व्यक्ति इलेक्ट्रॉनिक कीबोर्ड नहीं बजता है,NP
सान्या मिर्ज़ा को इस साल पदम् विभूषण से सम्मानित किया गया था|,विश्व के सौ प्रभावशाली हस्तियों में प्रियंका शामिल|,NP
युवक चट्टानों पर चढ़ने वाला नहीं है,युवक चट्टानों पर चढ़ रहा है,NP
एक सर्फर लहर पर सवारी कर रहा है,एक सर्फर लहर पर सवारी कर रहा है,P
एक व्यक्ति एक बिल्ली के फर को रगड़ रहा है,एक व्यक्ति एक बिल्ली के फर को पीस रहा है,NP
एक व्यक्ति एक गाजर को टुकड़ों में काट रहा है,एक व्यक्ति एक गाजर को टुकड़ों में काट रहा है,P
कनाडा ने इस मामले में अपनी गलती को स्वीकार करते हुए अठारह मई को देश की संसद में एक प्रस्ताव के जरिए माफी मांगने का ऐलान किया है,इक्वाडोर में तड़के आए भीषण भूकंप से मरने वालों की संख्या दो सौ बहत्तर  तक पहुंच गई है|,NP
"11 सितंबर, 2001 के बाद से सुरक्षा चेकपॉइंट पर होने वाली खोजी कार्रवाइयां भी कहीं ज़्यादा दखल वाली हो गई हैं.","11 सितंबर, 2001 के बाद के युग में सुरक्षा चेकपाइंट पर खोजें और अधिक घुसपैठक बन गई हैं।",NP
एक लड़का लकड़ी के ब्लॉक से खेल रहा है,एक लड़का लकड़ी के ब्लॉकों से खेल रहा है,P
पीली शर्ट में एक छोटा लड़का समुद्र तट पर हंस रहा है,एक छोटा लड़का पीला टैंक टॉप पहन रहा है और हंस रहा है,P
कोई एक नाखून पर एक कैमरा के लेंस को धक्का दे रहा है,किसी ने कैमरा लेंस को नाखून पर धक्का दिया है,P
आइएस और  इंडियन मुजाहिद्दीन की मदद से पठानकोट हमले की साजिश रच रहा है जैश,आइएस के वीडियो में दिखे भारतीय युवकों की पहचान में जुटा एनआइए|,NP
एक व्यक्ति गिटार बजा रहा है और गा रहा है,एक व्यक्ति गिटार बजा रहा है और गा रहा है,P
एक पीला कुत्ता रेत पथ पर दौड़ रहा है,एक कुत्ता दौड़ रहा है,P
"काबुल में अमेरिकी दूतावास के पास धमाका, चौबीस्  की मौत;",मौजूदा नियम के अनुसार कोई भी व्यक्ति नौकरी छोड़ने के दो महीने बाद अपने पीएफ के पूरे पैसे निकाल सकता था।,NP
"विजय माल्या का पासपोर्ट रद्द, अरेस्ट की प्रॉसेस के लिए जल्द इंटरपोल जाएगा एन्फोर्समेंट डायरेक्टोरेट|",भारत और अमेरिका के बीच इस नजदीकी को चीन को साधने की रणनीति से भी जोड़कर देखा जा रहा है।,NP
सन 1976 तक माचू पिचू के तीस प्रतिशत हिस्से का जीर्णोद्धार कर दिया गया था और जीर्णोद्धार का कार्य आज तक जारी है।,१९७६ तक तीस प्रतिशत माचू पिचू को बहाल कर दिया गया था और बहाली आज तक जारी है ।,P
एक प्लाईवुड दीवार के सामने कोई भी काले बालों वाली महिला नहीं है,काले बालों वाली दो महिलाएं प्लाईवुड की दीवार के सामने खड़ी हैं,NP
"बैकपैकिंग बाय स्की: इस गतिविधि को बैककंट्री स्की, स्की टूरिंग या स्की हाइकिंग भी कहा जाता है.","स्की द्वारा बैकपैकिंग: इस गतिविधि को बैककंट्री स्की, स्की टूरिंग या स्की लंबी पैदल यात्रा भी कहा जाता है।",P
कुछ औरतें हंसकर नाच रही हैं,कुछ महिलाएं नृत्य कर रही हैं,P
त्यागी के साथ ही बुधवार के लिए गौतम खेतान को भी सीबीआइ ने समन किया है,त्यागी के साथ ही बुधवार को गौतम खेतान से भी सीबीआइ पूछताछ करेगी|,P
बाबा साहेब को 'विश्व मानव' बताते हुए मोदी ने कहा कि उनकी सरकार की योजनाएं आंबेडकर की सोच पर आधारित हैं|,इटली की एक अदालत द्वारा वीवीआईपी हेलीकॉप्टर खरीद घोटाले में अगस्ता वेस्टलैंड कंपनी को घूस देने की पुष्टि और दोषी करार दिए जाने के बाद भारतीय जनता पार्टी इसे कांग्रेस के खिलाफ मजबूत हथियार बनाने जा रही है।,NP
"सेना ने भी इस हादसे की जांच के लिए कमिटी बना दी है, जो हर ऐंगल से जांच कर रही है।","वर्धा के पास देश के सबसे बड़े गोला-बारूद डिपो में आग, बीस जवानों की मौत",NP
करिश्मा कपूर और उनके पति संजय कपूर के बीच तलाक केस में शुक्रवार को समझौता हो गया।,बॉलिवुड ऐक्ट्रेस करिश्मा कपूर और संजय कपूर के बीच तलाक की सभी शर्तों पर समझौता हो गया है।,P
सड़क पर हेलमेट में एक छोटा लड़का साइकिल चला रहा है,सड़क पर एक साइकिल पर हेलमेट पहने एक जवान लड़का सवारी करता है।,P
शकील ने कहा कि डी कंपनी के कारोबार को चोट पहुंचाने के लिए इस तरह की अफवाहें फैलायी जा रही हैं।,छोटा शकील ने यह भी दावा किया कि बीमारी की खबर डी कंपनी के कारोबार को बर्बाद करने के लिए उड़ाई गई।,P
क्योंकि बीएसएफ के जवान और इलाके में उस वक्त मौजूद लोगों ने ही पाकिस्तानी विमान को देखा।,एक रिपोर्ट होम मिनिस्ट्री को सौंपेगी बीएसएफ।,NP
एक महिला प्याज काट रही है,एक महिला एक प्याज काटा जा रही है,P
दो कुत्ते और दो लोग जंगल में चल रहे हैं,दो कुत्ते और दो लोग जंगल में चल रहे हैं,P
एक जानवर किसी की उंगली काट रहा है,एक जानवर किसी का हाथ काट रहा है,P
